,emir,bgdes,bgblng,bgrsi,bgema,bgsma,blngbnd,ema,sma,desindic,downBand,upBand,sigma,bho20,rsi,uho21,uho5,bho21,bho5,Date,Close
1690,kuvvetli sat,"[0, 0, 0.9019607843137257]","[0, 0.10126005209227287, 0.8987399479077272]","[0, 0, 1]","[0, 0.28406261190478044, 0.3579686940476097]","[0, 0.28406261190478044, 0.3579686940476097]",94.93699739538636,0.07333345194570029,0.07333345194570029,95.09803921568628,1.7283082681545414,4.30369173184546,0.6131865389740281,3.0160000000000005,90.72164948453607,4.171765570688043,4.2450990226337435,2.999366666666667,3.876,2011-12-21,4.1733
1691,kuvvetli sat,"[0, 0, 0.8627450980392157]","[0, 0.24071356713300018, 0.7592864328669998]","[0, 0, 1]","[0, 0.8801422631144992, 0.05992886844275041]","[0, 0.8801422631144992, 0.05992886844275041]",87.96432164334999,0.012277025525372132,0.012277025525372132,93.13725490196079,1.7414340242164938,4.460565975783506,0.6474123694207172,3.1010000000000004,90.87822429432929,4.17259295904253,4.184869984567902,3.0758714285714293,4.064,2011-12-22,4.1333
1692,kuvvetli sat,"[0, 0, 0.8627450980392157]","[0, 0.318690260077822, 0.681309739922178]","[0, 0, 1]","[0.31936808420133034, 0.3612638315973393, 0]","[0.31936808420133034, 0.3612638315973393, 0]",84.0654869961089,-0.009947824537026584,-0.009947824537026584,93.13725490196079,1.7750210276576166,4.580308972342384,0.6679257011154207,3.177665,88.7772277227723,4.151405579166656,4.14145775462963,3.1520619047619043,4.15866,2011-12-23,4.1333
1693,kuvvetli al,"[0, 0, 0]","[0, 0.04469080017588084, 0.9553091998241192]","[0, 0, 1]","[0.23852463020858594, 0.5229507395828281, 0]","[0.23852463020858594, 0.5229507395828281, 0]",97.76545999120596,-0.007429675307124128,-0.007429675307124128,100.0,1.8346005358125392,4.67005946418746,0.6751092686606954,3.25233,86.15767893289045,4.141642766870911,4.134213091563787,3.2231714285714284,4.169320000000001,2011-12-27,4.6067
1694,kuvvetli sat,"[0, 0, 0.8137837837837841]","[0, 0.283887900285674, 0.716112099714326]","[0, 0, 1]","[0, 0, 0.6594938050650201]","[0, 0, 0.6594938050650201]",85.8056049857163,0.13510387379235578,0.13510387379235578,90.68918918918921,1.8374021700784209,4.82391782992158,0.7110751571055142,3.3306600000000004,85.23827973653624,4.392408921989538,4.5275127957818935,3.2942809523809524,4.1626400000000015,2011-12-28,4.4
1695,kuvvetli al,"[0, 0, 0]","[0, 0.20395956817225766, 0.7960404318277423]","[0, 0, 1]","[0, 0.7628426346847653, 0.11857868265761734]","[0, 0.7628426346847653, 0.11857868265761734]",89.80202159138712,0.02429202405420483,0.02429202405420483,100.0,1.925172733451629,4.933487266548369,0.7162653650230332,3.42933,90.68960857619028,4.396502150328511,4.420794174382716,3.3914238095238103,4.26398,2011-12-29,4.6267
1696,kuvvetli sat,"[0, 0, 0.6535059724628431]","[0, 0.5158204994486468, 0.4841795005513532]","[0, 0, 1]","[0, 0.30384952282647304, 0.3480752385867634]","[0, 0.30384952282647304, 0.3480752385867634]",74.20897502756766,0.07130667906673338,0.07130667906673338,82.67529862314215,2.0129643261069567,5.023025673893043,0.7166812732824015,3.5179950000000004,82.28412256267411,4.52062844181804,4.591935120884774,3.4755523809523807,4.289319999999999,2011-12-30,4.2467
1697,kuvvetli sat,"[0, 0, 0.9635269444697738]","[0, 0.33689853205033526, 0.6631014679496647]","[0, 0, 1]","[1.0, 0, 0]","[1.0, 0, 0]",83.15507339748324,-0.06912569707713345,-0.06912569707713345,98.17634722348869,2.1705055884076407,5.076154411592358,0.6918211483773138,3.62333,83.05876567494471,4.3729219290730175,4.303796231995884,3.5707904761904765,4.38,2012-01-03,4.5867
1698,kuvvetli al,"[0, 0, 0]","[0, 0.3223229906286031, 0.677677009371397]","[0, 0, 1]","[0, 0.5029580288980654, 0.24852098555096727]","[0, 0.5029580288980654, 0.24852098555096727]",83.88385046856985,0.05091199888271802,0.05091199888271802,100.0,2.29988021188716,5.105449788112842,0.6679927562442102,3.702665000000001,70.24898755062247,4.4881944182983515,4.5391064171810696,3.6530142857142858,4.40268,2012-01-04,4.6533
1699,kuvvetli sat,"[0, 0, 0.9519819819819816]","[0, 0.4101840533686735, 0.5898159466313265]","[0, 0, 1]","[0, 0.44789493449489937, 0.27605253275255026]","[0, 0.44789493449489937, 0.27605253275255026]",79.49079733156633,0.056552110510550875,0.056552110510550875,97.59909909909908,2.4481325894919292,5.155197410508071,0.6445392430990814,3.8016650000000003,72.06534751073869,4.577221937843358,4.633774048353909,3.7447619047619054,4.49336,2012-01-05,4.6
1700,kuvvetli al,"[0, 0, 0]","[0, 0.2635356321504196, 0.7364643678495804]","[0, 0, 1]","[0, 0.8471810154444172, 0.07640949227779142]","[0, 0.8471810154444172, 0.07640949227779142]",86.82321839247902,0.015653245446663355,0.015653245446663355,100.0,2.6082384411346524,5.18642155886535,0.6138531232692137,3.897330000000001,68.76500925160427,4.589504226261155,4.605157471707819,3.842219047619048,4.502680000000002,2012-01-06,4.8467
1701,kuvvetli al,"[0, 0, 0]","[0, 0.18157747448354455, 0.8184225255164554]","[0, 0.13013463449896137, 1]","[0, 0.24085839635194786, 0.379570801824026]","[0, 0.24085839635194786, 0.379570801824026]",90.92112627582277,0.077758858856666,0.077758858856666,100.0,2.7759443933405024,5.1927156066594975,0.5754217174569036,3.9843300000000004,61.746634137525966,4.7281882219046505,4.8059470807613165,3.930790476190477,4.542680000000002,2012-01-09,4.9733
1702,kuvvetli al,"[0, 0, 0]","[0, 0, 0.8483402924672102]","[0, 0.026982388135164116, 1]","[0, 0.1741050607202625, 0.41294746963986867]","[0, 0.1741050607202625, 0.41294746963986867]",108.15822414552902,0.08459640165323012,0.08459640165323012,100.0,2.9633200052057864,5.210009994794214,0.5349261879972443,4.086664999999999,64.3254402966209,4.8603563375443,4.9449527391975305,4.025395238095238,4.5866799999999985,2012-01-10,5.3933
1703,kuvvetli al,"[0, 0, 0]","[0, 0, 0.4851931447497232]","[0, 0, 1]","[0, 0, 0.8315729082488338]","[0, 0, 0.8315729082488338]",127.69298309426466,0.17035599179603533,0.17035599179603533,100.0,3.0906074839138484,5.2907225160861495,0.5238369124219764,4.190664999999999,67.94476636666258,5.147727920241001,5.318083912037037,4.128885714285714,4.732000000000001,2012-01-11,5.9
1704,kuvvetli al,"[0, 0, 0.9053254437869824]","[0, 0, 0.8087675254484628]","[0, 0, 1]","[0, 0, 0]","[0, 0, 0]",110.28696030524988,0.2491504775045401,0.2491504775045401,95.26627218934912,3.1233927176044265,5.495937282395571,0.5648915630455106,4.309664999999999,70.8955223880597,5.553364825993403,5.802515303497943,4.247933333333332,4.89332,2012-01-12,5.74
1705,kuvvetli sat,"[0, 0, 0.8540236686390529]","[0, 0, 0.9949025591903596]","[0, 0, 1]","[0, 0.22998495559453672, 0.38500752220273166]","[0, 0.22998495559453672, 0.38500752220273166]",100.27420641494129,0.09592480799965042,0.09592480799965042,92.70118343195264,3.245943075899998,5.6467169241000015,0.5716128210000009,4.4463300000000014,77.9700003239706,5.654001439428332,5.749926247427982,4.385395238095239,5.1426599999999985,2012-01-13,5.6533
1706,kuvvetli sat,"[0, 0, 0.8027810650887574]","[0, 0.18248732582175678, 0.8175126741782432]","[0, 0, 1]","[0, 0.8774896646312423, 0.061255167684378824]","[0, 0.8774896646312423, 0.061255167684378824]",90.87563370891216,0.015261754278183659,0.015261754278183659,90.13905325443787,3.3433995613262484,5.7899304386737525,0.5825073517494053,4.566665,75.05223438425796,5.653623212285602,5.668884966563788,4.507933333333333,5.370660000000001,2012-01-17,5.5667
1707,sat,"[0, 0.15183431952662715, 0.4240828402366864]","[0, 0.791300927025113, 0.20869907297488693]","[0, 0, 1]","[0.34075606250016166, 0.3184878749996766, 0]","[0.34075606250016166, 0.3184878749996766, 0]",60.434953648744354,-0.02355500035358293,-0.02355500035358293,71.20414201183432,3.4071610233482823,5.921498976651717,0.5986518936436749,4.6643300000000005,73.07645594218741,5.606752852719837,5.583197852366254,4.618409523809524,5.53198,2012-01-18,4.9267
1708,al,"[0, 0.5621301775147927, 0.21893491124260364]","[0.12928915779437347, 0.8707108422056266, 0]","[0, 0, 1]","[1.0, 0, 0]","[1.0, 0, 0]",43.53554211028133,-0.2045193639923033,-0.2045193639923033,60.94674556213018,3.5114545926714413,5.965875407328558,0.5843859082516945,4.738664999999999,66.51414023257414,5.240057687037572,5.035538323045269,4.707299999999999,5.65066,2012-01-19,4.58
1709,al,"[0, 0.6647337278106513, 0.1676331360946743]","[0.23896935675135184, 0.7610306432486482, 0]","[0, 0.28460133536932264, 0.7884966615766935]","[1.0, 0, 0]","[1.0, 0, 0]",38.05153216243241,-0.22885346187993605,-0.22885346187993605,58.381656804733716,3.5908853508760235,5.962444649123976,0.5646569757733217,4.776665,57.884966615766935,4.8841442283408405,4.655290766460905,4.747619047619047,5.557340000000001,2012-01-20,4.4933
1710,al,"[0, 0.9028937539853641, 0.04855312300731796]","[0.40033738198267144, 0.5996626180173286, 0]","[0, 0.626994999855487, 0]","[0.6716593570124607, 0, 0]","[0.6716593570124607, 0, 0]",29.983130900866428,-0.15371156905635353,-0.15371156905635353,52.4276561503659,3.6332371727874286,5.968092827212571,0.5559180129583668,4.800665,49.325125003612825,4.673394889529604,4.51968332047325,4.7673,5.2933400000000015,2012-01-23,4.3333
1711,al,"[0, 0.7571432909239982, 0.12142835453800088]","[0.31178459200032066, 0.6882154079996794, 0]","[0, 0.4442493526179501, 0.38937661845512467]","[0.5516733357883024, 0, 0]","[0.5516733357883024, 0, 0]",34.41077039998397,-0.1262523527220054,-0.1262523527220054,56.071417726900044,3.662265673686812,5.961064326313188,0.5473330125300896,4.8116650000000005,53.89376618455125,4.490010390273445,4.36375803755144,4.786028571428571,5.044,2012-01-24,4.4533
1712,al,"[0, 0.3586075949367097, 0.32069620253164516]","[0, 0.9936868121175327, 0.006313187882467304]","[0, 0.7696912877519588, 0]","[0.1417317467333114, 0.7165365065333772, 0]","[0.1417317467333114, 0.7165365065333772, 0]",50.315659394123365,-0.03243580089820863,-0.03243580089820863,66.03481012658226,3.705330985082168,5.933999014917831,0.5306352451989675,4.8196650000000005,45.75771780620103,4.470215571988744,4.437779771090535,4.788885714285714,4.78,2012-01-25,4.8267
1713,sat,"[0, 0.3161290322580652, 0.3419354838709674]","[0, 0.958138704387612, 0.04186129561238801]","[0, 0.7315789473684211, 0]","[0, 0.20598656716711658, 0.3970067164164417]","[0, 0.20598656716711658, 0.3970067164164417]",52.0930647806194,0.098914412967666,0.098914412967666,67.09677419354837,3.7765721231211455,5.894757876878852,0.5043299413708826,4.8356650000000005,46.71052631578947,4.662437567485009,4.761351980452675,4.802219047619047,4.55732,2012-01-26,4.88
1714,al,"[0, 0.3247741935483867, 0.3376129032258066]","[0, 0.9971790042662799, 0.002820995733720082]","[0, 0.46506353977560194, 0.3373411505609951]","[0, 0.3579473693103088, 0.3210263153448456]","[0, 0.3579473693103088, 0.3210263153448456]",50.141049786686004,0.07998385975969136,0.07998385975969136,66.88064516129033,3.8192876820056303,5.921382317994372,0.5004987228544618,4.870335,53.37341150560995,4.779750643841132,4.8597345036008255,4.835238095238095,4.5373199999999985,2012-01-27,4.8733
1715,al,"[0, 0.5875212026474214, 0.20623939867628935]","[0.1732123328377952, 0.8267876671622048, 0]","[0, 0.5789686424353429, 0.052578393911642964]","[0, 0.6759899868568133, 0.16200500657159334]","[0, 0.6759899868568133, 0.16200500657159334]",41.33938335811024,0.040363624745438635,0.040363624745438635,60.31196993381447,3.8604008307304993,5.907599169269497,0.4874281758426191,4.884,50.52578393911643,4.830193924122875,4.870557548868313,4.870795238095238,4.597319999999999,2012-01-30,4.7067
1716,al,"[0, 0.7875082273876742, 0.10624588630616287]","[0.29206260392746314, 0.7079373960725368, 0]","[0, 0.6656426414598926, 0]","[0.13134544542173984, 0.7373091091565204, 0]","[0.13134544542173984, 0.7373091091565204, 0]",35.39686980362684,-0.03005885988692736,-0.03005885988692736,55.312294315308144,3.888482824681424,5.926847175318576,0.4853248453897984,4.907665,48.358933963502686,4.763604063076227,4.7335452031892995,4.8834904761904765,4.67332,2012-01-31,4.61
1717,al,"[0, 0.7268503274430179, 0.13657483627849104]","[0.19605781324734736, 0.8039421867526526, 0]","[0, 0.9084126870480418, 0]","[0.22138500133087904, 0.5572299973382419, 0]","[0.22138500133087904, 0.5572299973382419, 0]",40.19710933763263,-0.05066472396286592,-0.05066472396286592,56.82874181392455,3.9340707035758378,5.889259296424163,0.4655210935353154,4.911665,37.710317176201045,4.6807783427900285,4.630113618827161,4.898095238095238,4.748,2012-02-01,4.72
1718,al,"[0.06494720847781238, 0.8701055830443752, 0]","[0.40934321878114405, 0.590656781218856, 0]","[0.7062180078878921, 0.3175127968448432, 0]","[0, 0.9793346074456052, 0.010332696277197415]","[0, 0.9793346074456052, 0.010332696277197415]",29.532839060942802,0.00257439621137312,0.00257439621137312,46.75263957610938,3.961131895801026,5.898528104198973,0.4612848115233205,4.92983,22.93781992112108,4.701927275599326,4.704501671810699,4.8973,4.77934,2012-02-02,4.5333
1719,al,"[0.22427272727272737, 0.5514545454545453, 0]","[0.3916424465422179, 0.6083575534577821, 0]","[0.18565183851890196, 0.5257392645924392, 0]","[0.21712657421122053, 0.5657468515775589, 0]","[0.21712657421122053, 0.5657468515775589, 0]",30.417877672889105,-0.049690168174368665,-0.049690168174368665,38.78636363636363,3.9580642824329946,5.914925717567005,0.4659193893176215,4.936495,28.14348161481098,4.611000803462434,4.5613106352880655,4.919838095238095,4.758,2012-02-03,4.5533
1720,al,"[0.5091208791208792, 0, 0]","[0.411058400734291, 0.588941599265709, 0]","[0.30130681351196104, 0.4794772745952156, 0]","[0.11262568497280348, 0.774748630054393, 0]","[0.11262568497280348, 0.774748630054393, 0]",29.44707996328545,-0.025774777902625168,-0.025774777902625168,24.54395604395604,3.948164997064445,5.9128250029355565,0.4677761918740741,4.9304950000000005,26.98693186488039,4.579887625124846,4.554112847222221,4.917295238095238,4.6886600000000005,2012-02-06,4.5267
1721,al,"[0.5333333333333335, 0, 0]","[0.4082310172892993, 0.5917689827107008, 0]","[0.14086530336319214, 0.5436538786547231, 0]","[0.08933061305572955, 0.8213387738885409, 0]","[0.08933061305572955, 0.8213387738885409, 0]",29.58844913553504,-0.02044362004966072,-0.02044362004966072,23.33333333333332,3.928333963482173,5.927986036517828,0.4761076364370606,4.92816,28.59134696636808,4.551208023341841,4.5307644032921806,4.912533333333334,4.6246599999999995,2012-02-07,4.52
1722,al,"[0.5258888888888885, 0, 0]","[0.379419325229947, 0.6205806747700531, 0]","[0, 0.9437435838941479, 0]","[0.05715509737404288, 0.8856898052519142, 0]","[0.05715509737404288, 0.8856898052519142, 0]",31.02903373850265,-0.013080141898134556,-0.013080141898134556,23.705555555555573,3.896239158945338,5.928080841054663,0.4837718290736484,4.91216,38.5935895973537,4.5343801676182975,4.521300025720164,4.9090428571428575,4.58866,2012-02-08,4.5267
1723,al,"[0.5848757570611878, 0, 0]","[0.3904691547061988, 0.6095308452938012, 0]","[0, 0.6849016555822846, 0]","[0.021606517733921412, 0.9567869645321572, 0]","[0.021606517733921412, 0.9567869645321572, 0]",30.47654226469006,-0.004944726382578146,-0.004944726382578146,20.75621214694061,3.8919898313956622,5.887000168604338,0.4750024612401609,4.889495,47.877458610442886,4.530238900765294,4.525294174382716,4.893485714285714,4.57066,2012-02-09,4.5
1724,al,"[0.5698194373691063, 0, 0]","[0.38634392700674974, 0.6136560729932503, 0]","[0, 0.5499025048747554, 0.12524373781311127]","[0.04458633521178256, 0.9108273295764349, 0]","[0.04458633521178256, 0.9108273295764349, 0]",30.682803649662514,-0.010203737165755731,-0.010203737165755731,21.50902813154468,3.984588107672701,5.7077418923273004,0.4102747106320479,4.846165000000001,51.25243737813111,4.513933611136949,4.503729873971193,4.872219047619048,4.531999999999999,2012-02-10,4.5133
1725,al,"[0.1999773589177569, 0.6000452821644862, 0]","[0, 0.9119218561770919, 0.08807814382290814]","[0, 0.3221898175152077, 0.6945254562119807]","[0.010377575958477242, 0.9792448480830456, 0]","[0.010377575958477242, 0.9792448480830456, 0]",54.40390719114541,-0.0023749441840195122,-0.0023749441840195122,40.001132054112155,4.051410852951355,5.500919147048646,0.3451210224041172,4.7761650000000015,56.94525456211981,4.513591958072908,4.5112170138888885,4.8296809523809525,4.52534,2012-02-13,4.84
1726,kuvvetli sat,"[0, 0.3131827701364125, 0.34340861493179375]","[0, 0, 0.8642686615779984]","[0, 0.4902505944759457, 0.2743735138101357]","[0, 0.23643391945304507, 0.3817830402734775]","[0, 0.23643391945304507, 0.3817830402734775]",103.7588056602824,0.09512142678727198,0.09512142678727198,67.17043074658969,4.151973373474251,5.277686626525751,0.2680269650122618,4.714830000000001,52.74373513810136,4.689596294406144,4.784717721193416,4.763647619047619,4.51734,2012-02-14,5.32
1727,kuvvetli al,"[0, 0.06453759148369954, 0.46773120425815023]","[0, 0, 0]","[0, 0.5745867965988342, 0.06353300850291461]","[0, 0, 0.8058665240989273]","[0, 0, 0.8058665240989273]",132.28505352363777,0.20078202928417171,0.20078202928417171,73.38656021290751,4.196657259317633,5.151672740682368,0.2273846384201749,4.674165,50.635330085029146,5.029519861147929,5.2303018904321,4.720790476190476,4.58,2012-02-15,5.46
1728,kuvvetli sat,"[0, 0.7257606000120966, 0.13711969999395165]","[0, 0.12068375864382318, 0.8793162413561768]","[0, 0.0027419573774943727, 1]","[0, 0, 0.6405380565022121]","[0, 0, 0.6405380565022121]",93.96581206780884,0.15959036263735624,0.15959036263735624,56.85598499969758,4.064923022380107,5.258736977619893,0.28424141791423496,4.66183,64.93145106556264,5.261641504646594,5.42123186728395,4.704919047619048,4.74,2012-02-16,5.1867
1729,sat,"[0, 0.45164217020504566, 0.27417891489747714]","[0, 0.04136393354110453, 0.9586360664588954]","[0, 0, 1]","[0, 0.9672926842157478, 0.016353657892126127]","[0, 0.9672926842157478, 0.016353657892126127]",97.93180332294477,0.004074521672769116,0.004074521672769116,63.70894574487386,4.050604332836977,5.326385667163022,0.30375746055381964,4.688495,68.25791996016677,5.221231869788136,5.225306391460905,4.6998380952380945,4.92666,2012-02-17,5.3
1730,al,"[0.2097018085042032, 0.5805963829915936, 0]","[0, 0.7345881210286163, 0.26541187897138374]","[0, 0.03971051710050119, 1]","[0, 0.8124626860973002, 0.09376865695134991]","[0, 0.8124626860973002, 0.09376865695134991]",63.270593948569186,0.023362505654388244,0.023362505654388244,39.51490957478984,4.036230559831254,5.401429440168744,0.3250473524613072,4.718829999999999,64.00723707248747,5.263704881176887,5.287067386831275,4.712219047619048,5.064,2012-02-21,4.9
1731,al,"[0.40422544201187277, 0.19154911597625443, 0]","[0, 0.9373416077743826, 0.06265839222561738]","[0, 0, 1]","[0.452678155132257, 0.09464368973548594, 0]","[0.452678155132257, 0.09464368973548594, 0]",53.13291961128087,-0.10359696291943976,-0.10359696291943976,29.78872789940636,4.107456608680852,5.410873391319145,0.3103373291995936,4.759164999999999,69.9421965317919,5.067589504071703,4.963992541152264,4.746504761904762,5.2213400000000005,2012-02-22,4.8
1732,al,"[0.48937256654113814, 0.02125486691772366, 0]","[0.08597313169579693, 0.9140268683042031, 0]","[0, 0.4217821782178211, 0.44554455445544716]","[0.42183799766126284, 0.15632400467747437, 0]","[0.42183799766126284, 0.15632400467747437, 0]",45.701343415210154,-0.09653908611728036,-0.09653908611728036,25.53137167294309,4.157070481720053,5.417929518279946,0.3002045325142598,4.7875,54.45544554455447,4.923301045993823,4.826761959876543,4.765871428571428,5.23334,2012-02-23,4.7333
1733,al,"[0.608476415395418, 0, 0]","[0.26114429809413053, 0.7388557019058695, 0]","[0, 0.3240986913567471, 0.6897532716081323]","[0.3170484790636674, 0.3659030418726652, 0]","[0.3170484790636674, 0.3659030418726652, 0]",36.942785095293466,-0.07255764201748871,-0.07255764201748871,19.5761792302291,4.173632246568316,5.436037753431681,0.3005727397293725,4.804835,56.89753271608132,4.820849501585389,4.7482918595679005,4.788095238095238,5.12934,2012-02-24,4.64
1734,al,"[0.11482734409906215, 0.7703453118018757, 0]","[0, 0.6428080014307426, 0.35719199856925743]","[0, 0.4181818181818187, 0.45454545454545325]","[0.28769420650604716, 0.4246115869879057, 0]","[0.28769420650604716, 0.4246115869879057, 0]",67.85959992846287,-0.06583981512171011,-0.06583981512171011,44.25863279504689,4.165954264856453,5.434375735143544,0.30200511197311675,4.800165,54.54545454545453,4.72333261347562,4.657492798353911,4.8014285714285725,4.984,2012-02-27,5.0267
1735,al,"[0.021254866917725934, 0.9574902661645481, 0]","[0, 0.5150460120978315, 0.48495398790216854]","[0, 0.48928519079493865, 0.27678702301265334]","[0, 0.37640567091599475, 0.3117971645420026]","[0, 0.37640567091599475, 0.3117971645420026]",74.24769939510843,0.07768441243020162,0.07768441243020162,48.9372566541137,4.145145233632172,5.431184766367829,0.3061998887465851,4.788165,52.76787023012653,4.8869130669936665,4.964597479423868,4.792538095238095,4.8746599999999995,2012-02-28,5.1
1736,al,"[0.16167741111891232, 0.6766451777621754, 0]","[0, 0.7043507133099388, 0.29564928669006124]","[0, 0.1823958462109033, 1]","[0, 0.39719233010339694, 0.30140383494830153]","[0, 0.39719233010339694, 0.30140383494830153]",64.78246433450306,0.07509490939906892,0.07509490939906892,41.916129444054384,4.139094027702141,5.45257597229786,0.3127337963323137,4.795835,60.44010384472742,5.001812883810807,5.076907793209876,4.7995238095238095,4.82,2012-02-29,4.99
1737,al,"[0.14891172528244126, 0.7021765494351174, 0]","[0, 0.717619988248247, 0.282380011751753]","[0, 0.14012754181205622, 1]","[0, 0.9315511057013524, 0.03422444714932385]","[0, 0.9315511057013524, 0.03422444714932385]",64.11900058758765,0.008527037349582933,0.008527037349582933,42.55441373587794,4.162125142284509,5.46887485771549,0.3111308846264239,4.8155,61.496811454698594,4.995443191559882,5.0039702289094645,4.810319047619048,4.860000000000001,2012-03-01,5.0
1738,al,"[0.004762920309946282, 0.9904741593801074, 0]","[0, 0.6965869480565821, 0.303413051943418]","[0, 0.21965380734300993, 0.9508654816424752]","[0, 0.9819052689690809, 0.009047365515459517]","[0, 0.9819052689690809, 0.009047365515459517]",65.1706525971709,0.0022541554383348483,0.0022541554383348483,49.761853984502686,4.1792875800772284,5.489712419922769,0.31200591424893825,4.8345,59.50865481642475,4.997900294150141,5.000154449588476,4.823809523809524,4.8980000000000015,2012-03-02,5.0333
1739,al,"[0, 0.6363636363636371, 0.18181818181818143]","[0, 0.5870902552480862, 0.4129097447519138]","[0, 0.22173085143590016, 0.9456728714102496]","[0, 0.9173983983375829, 0.041300800831208594]","[0, 0.9173983983375829, 0.041300800831208594]",70.64548723759569,0.010290114248415529,0.010290114248415529,59.09090909090907,4.207197624927457,5.489802375072543,0.3053820833678775,4.8485,59.456728714102496,5.0169883708338885,5.027278485082304,4.842380952380952,4.95134,2012-03-05,5.1133
1740,al,"[0, 0.9458407653640338, 0.027079617317983064]","[0, 0.8521154639131419, 0.14788453608685814]","[0, 0.43043115926137093, 0.42392210184657275]","[0, 0.706116421172509, 0.14694178941374553]","[0, 0.706116421172509, 0.14694178941374553]",57.39422680434291,0.02950327066513925,0.02950327066513925,51.35398086589915,4.243278595746742,5.503721404253256,0.3001054305967891,4.873499999999999,54.23922101846573,5.0689211120509094,5.098424382716049,4.8573,5.03,2012-03-06,4.9667
1741,al,"[0, 0.34907251264755473, 0.32546374367622266]","[0, 0.7038599165888522, 0.29614008341114784]","[0, 0.8199053141124537, 0]","[0.11227435436413784, 0.7754512912717243, 0]","[0.11227435436413784, 0.7754512912717243, 0]",64.80700417055739,-0.02569437467656765,-0.02569437467656765,66.27318718381113,4.298744716271059,5.504255283728943,0.28702632558521074,4.9015,44.50236714718866,5.013801884964634,4.988107510288066,4.884919047619047,5.04732,2012-03-07,5.08
1742,sat,"[0, 0, 0.7633797816632643]","[0, 0.2955200331544728, 0.7044799668455272]","[0, 0.877020938245428, 0]","[0, 0.8540419875465913, 0.07297900622670433]","[0, 0.8540419875465913, 0.07297900622670433]",85.22399834227636,0.014652872965339903,0.014652872965339903,88.16898908316321,4.351162930139203,5.495837069860796,0.27254146183847444,4.9235,36.9255234561357,5.049496946993508,5.064149819958848,4.9046047619047615,5.02066,2012-03-08,5.3267
1743,kuvvetli al,"[0, 0, 0]","[0, 0.01634312651431543, 0.9836568734856845]","[0, 0.7236026643498409, 0]","[0, 0.16888360241408384, 0.4155581987929581]","[0, 0.16888360241408384, 0.4155581987929581]",99.18284367428423,0.08343661843932537,0.08343661843932537,100.0,4.393886857872159,5.509113142127839,0.26553006767992443,4.9515,46.90993339125398,5.198969181457793,5.282405799897118,4.930952380952381,5.03866,2012-03-09,5.5
1744,kuvvetli al,"[0, 0, 0]","[0, 0, 0.23760926242040198]","[0, 0.5712887789666112, 0.07177805258347192]","[0, 0, 0.5075413075703614]","[0, 0, 0.5075413075703614]",124.613825768683,0.10190517367951912,0.10190517367951912,100.0,4.4407977732118065,5.542202226788193,0.262239155613425,4.9915,50.71778052583472,5.3612897208678065,5.463194894547327,4.969366666666667,5.104,2012-03-12,5.8133
1745,kuvvetli sat,"[0, 0, 0.637352941176471]","[0, 0.1211972654425648, 0.8788027345574352]","[0, 0, 1]","[0, 0, 0.7439929612568232]","[0, 0, 0.7439929612568232]",93.94013672787176,0.14938041653428513,0.14938041653428513,81.86764705882355,4.4438687235514935,5.639131276448508,0.2845863221183374,5.041500000000001,68.36884643644379,5.605020753733204,5.7544011702674895,5.015714285714286,5.1973400000000005,2012-03-13,5.5667
1746,kuvvetli sat,"[0, 0.03555927815426742, 0.4822203609228663]","[0, 0.407852349591046, 0.592147650408954]","[0, 0, 1]","[0, 0.8695734063018675, 0.06521329684906625]","[0, 0.8695734063018675, 0.06521329684906625]",79.6073825204477,0.013093658077666605,0.013093658077666605,74.11101804614331,4.487059899635375,5.7259401003646255,0.2949714763641072,5.1065,77.43839696723535,5.584357602210399,5.597451260288065,5.0782523809523825,5.33734,2012-03-14,5.4733
1747,kuvvetli sat,"[0, 0, 0.7258813675474]","[0, 0.22595253421437833, 0.7740474657856217]","[0, 0, 1]","[0.2994888419543493, 0.4010223160913014, 0]","[0.2994888419543493, 0.4010223160913014, 0]",88.70237328928108,-0.03102613445473068,-0.03102613445473068,86.29406837737,4.509198147378563,5.7764718526214365,0.30173183458163644,5.142835,70.56356099486776,5.524473601018517,5.4934474665637865,5.128414285714285,5.45734,2012-03-15,5.6333
1748,kuvvetli sat,"[0, 0, 0.7360846721998021]","[0, 0.25612410166635813, 0.7438758983336419]","[0, 0, 1]","[0, 0.7383640980811244, 0.13081795095943785]","[0, 0.7383640980811244, 0.13081795095943785]",87.1937949166821,0.0262658936604332,0.0262658936604332,86.8042336099901,4.492460129241275,5.808539870758724,0.3133523194089161,5.150499999999999,70.56007895386136,5.5831545024301015,5.609420396090535,5.1585714285714275,5.5360000000000005,2012-03-16,5.64
1749,kuvvetli sat,"[0, 0, 0.7056270463717357]","[0, 0.3376777498390248, 0.6623222501609751]","[0, 0, 1]","[0, 0.7957238247993794, 0.1021380876003103]","[0, 0.7957238247993794, 0.1021380876003103]",83.11611250804876,0.020507492495594803,0.020507492495594803,85.28135231858678,4.463378319289824,5.854951680710176,0.3313269908143695,5.159165,66.85187243027005,5.6138064864138695,5.634313978909464,5.1734904761904765,5.597319999999999,2012-03-19,5.62
